EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8   ActualForce  EstimatedForce
 -54   13    3     -2    -1    2     8     -28  -35.25  -14.706889
 21    28    -3    -5    -5    -10   -6    -2   -35.12  -15.711246
 -10   9     4     2     0     2     -6    6    -35.00  -16.814543
 -19   14    12    -4    -4    -2    -2    -7   -35.02  -17.989553
 20    -10   -5    2     3     2     -18   -11  -34.95  -19.201111
 20    -10   -5    2     3     2     -18   -11  -35.02  -20.423639
 -22   3     -5    -1    -1    1     -12   -29  -35.26  -21.636877
 23    22    4     3     1     3     13    -8   -35.12  -22.826385
 17    -14   -4    1     1     1     9     31   -34.88  -23.981379
 -41   -41   -3    -4    -1    -4    -25   -26  -34.93  -25.096115
 -41   -41   -3    -4    -1    -4    -25   -26  -35.07  -26.178270
 15    23    -1    2     1     0     9     21   -35.06  -27.242477
 40    63    2     -2    -4    -12   -37   -22  -35.11  -28.292513
 -42   0     3     1     0     -2    -4    2    -35.10  -29.329382
 1     3     -11   -4    -3    2     21    -1   -35.06  -30.355949
 -14   23    4     4     3     3     -2    -19  -35.11  -31.355148
 12    -8    5     -4    -6    -2    13    15   -35.02  -32.294727
 -6    -16   -5    -3    -1    -3    -5    -8   -34.70  -33.144566
 25    69    18    -5    -7    -8    -6    15   -34.37  -33.883793
 25    69    18    -5    -7    -8    -6    15   -34.05  -34.503395
 -11   -21   -2    3     5     6     10    7    -33.76  -35.005604
 -3    -5    -2    -2    -2    -2    1     9    -33.20  -35.385956
 10    22    4     0     1     -1    -12   -8   -32.54  -35.633060
 -8    -48   -6    -3    -7    -8    4     16   -31.82  -35.738083
 -53   -38   -7    2     4     1     -14   -22  -29.79  -35.706631
 64    49    9     -1    -3    0     5     27   -28.45  -35.575409
 2     4     -1    -1    -3    -1    1     0    -27.23  -35.396755
 23    18    8     -1    -1    1     2     15   -25.86  -35.198372
 23    18    8     -1    -1    1     2     15   -24.16  -34.981323
 11    0     -5    0     0     -1    -18   5    -22.70  -34.745903
 -8    -2    -2    -1    1     3     9     -9   -21.54  -34.490383
 -8    -2    -2    -1    1     3     9     -9   -19.57  -34.204399
 18    0     1     -1    -2    -2    -2    5    -18.54  -33.877659
 -5    -4    0     -1    -2    -1    -6    1    -17.71  -33.504635
 -5    -4    0     -1    -2    -1    -6    1    -16.82  -33.079395
 -6    -6    -4    1     -1    0     7     -3   -16.16  -32.591858
 -2    4     -2    0     -1    0     7     -6   -15.40  -32.032616
 -2    4     -2    0     -1    0     7     -6   -14.42  -31.394005
 -6    0     -1    -2    -1    0     2     -6   -13.55  -30.670458
 2     4     1     -4    -1    -1    4     1    -11.56  -29.860292
 0     0     -2    -1    -1    -1    0     -2   -10.86  -28.963936
 -1    -3    0     -1    -2    -1    -1    -2   -10.22  -27.981113
 0     3     -1    -1    -1    0     0     0    -9.43  -26.912086
 0     3     -1    -1    -1    0     0     0    -8.72  -25.759394
 0     0     -4    -5    0     -2    -4    -2   -8.13  -24.527857
 -1    -1    -1    0     -1    -1    -2    -1   -7.52  -23.225359
 -1    -1    -1    0     -1    -1    -2    -1   -6.79  -21.862171
 1     -1    0     -1    1     1     0     0    -5.36  -20.450401
 1     -1    0     -1    1     1     0     0    -4.70  -19.002548
 1     -1    -2    0     -2    -1    1     0    -4.06  -17.531382
 -2    -1    0     1     1     1     -1    -2   -3.67  -16.049715
 -2    -1    0     1     1     1     -1    -2   -3.39  -14.570811
 -1    -1    -3    -5    -6    -4    -1    -1   -3.00  -13.107005
 -2    -1    -1    3     1     -1    -1    1    -2.52  -11.668591
 -2    -2    -1    -2    -3    -2    0     -2   -1.81  -10.264774
 -2    -2    -1    -2    -3    -2    0     -2   -1.55  -8.903419
 -1    -1    1     -5    -1    0     -1    0    -0.99  -7.592902
 -1    -1    1     -5    -1    0     -1    0    -0.63  -6.339516
 1     -3    -4    1     -2    -4    -2    -1   -0.46  -5.148336
 -2    -1    0     1     -2    -3    -2    0    -0.18  -4.023615
 -2    -1    0     1     -2    -3    -2    0    0.01  -2.968637
 1     0     -1    2     1     1     0     1    -0.02  -1.985692
 -2    -1    -1    -2    -3    -1    -2    -1   0.46  -1.075988
 -2    -1    -1    -2    -3    -1    -2    -1   0.57  -0.239506
 0     0     1     5     2     0     0     0    0.58  -0.243774
 -2    -3    -2    0     0     2     0     -2   0.79  -0.566343
 -2    -3    -2    0     0     2     0     -2   0.85  -0.857080
 2     1     0     -3    1     -2    -1    0    0.89  -1.115946
 -1    -2    -1    -1    -2    -3    -1    -1   1.00  -1.343014
