fx fy fz tx ty tz 
-1.512549 0.158931 -0.100112 -0.004061 -1.192854 -0.241265
-0.812622 0.950815 1.081917 -0.177808 -1.267268 -0.239324
-1.149904 0.626884 4.570173 -0.271646 -1.520187 -0.255925
-0.538375 -0.254318 7.575800 -0.355540 -1.630500 -0.281995
-0.364536 -0.008623 9.779767 -0.494411 -1.641950 -0.288538
-0.587861 0.149478 11.843002 -0.435535 -1.676990 -0.305312
-1.077840 0.234063 12.542039 -0.337039 -1.634060 -0.300171
-1.504245 0.213766 12.698221 -0.292694 -1.582968 -0.297256
-2.013177 -0.270350 11.366812 -0.263203 -1.611841 -0.305439
-1.718855 -0.898960 9.515047 -0.185706 -1.489187 -0.277674
-1.184481 -1.327938 7.894547 -0.104261 -1.369346 -0.259847
-1.641352 -0.805693 4.778749 -0.165347 -1.406784 -0.264463
-1.647778 -0.303156 1.426453 -0.192537 -1.328942 -0.259486
-2.159328 -0.825480 1.482355 -0.065029 -1.377932 -0.262267
-2.416267 -0.936864 -0.004299 -0.000880 -1.416422 -0.275183
-1.996046 0.150958 -1.512171 -0.077402 -1.347359 -0.277318
-2.767842 0.374339 -1.576573 -0.029603 -1.482032 -0.297426
-2.422559 -0.620945 -1.777544 0.134796 -1.436817 -0.288639
-2.747709 -0.333198 -1.101749 0.156876 -1.458417 -0.281282
-2.713330 0.030419 -2.751039 0.054465 -1.496732 -0.296473
-2.183729 0.354335 -2.491269 0.023436 -1.369383 -0.272619
-1.781464 -0.048568 -2.481080 0.058765 -1.300542 -0.265209
-1.986264 0.125703 -2.604027 0.033796 -1.349126 -0.277156
-2.272837 0.268644 -2.312685 0.038861 -1.384514 -0.283713
-2.402054 -0.236290 -2.817192 0.105781 -1.440162 -0.302052
-2.583166 0.114832 -2.561831 0.084360 -1.505200 -0.323573
-2.347107 0.542302 -2.702157 0.036948 -1.444614 -0.316576
-2.300383 -0.361915 -2.115199 0.131901 -1.452159 -0.323593
-2.887537 -0.054787 -3.042375 0.061305 -1.559534 -0.338854
-2.575041 0.591234 -2.726800 -0.018706 -1.441597 -0.310361
-2.323355 -0.128261 -2.457301 0.062904 -1.425804 -0.310636
-2.476669 0.101779 -2.393397 0.048779 -1.406074 -0.300493
-1.856231 0.195534 -2.810743 0.061023 -1.322529 -0.294057
-2.247000 0.210791 -2.629616 0.075476 -1.358184 -0.290920
-2.626550 0.245233 -2.464285 0.094630 -1.415569 -0.287644
-2.336151 0.095365 -3.008377 0.094391 -1.395327 -0.287230
-2.349144 0.423792 -2.505765 0.062316 -1.328922 -0.259637
-2.444893 0.611143 -2.999952 -0.014678 -1.356018 -0.263207
-2.582182 -0.136225 -2.242060 0.074359 -1.317703 -0.239776
-2.781681 -0.079019 -2.456959 0.068630 -1.346286 -0.240183
-2.607897 0.275210 -2.422335 0.010096 -1.298394 -0.237559
-2.321061 -0.327203 -2.384181 0.151296 -1.246578 -0.228820
-2.169470 -0.665031 -1.694985 0.219564 -1.222930 -0.229334
-2.159075 0.145996 -2.470928 0.101525 -1.254322 -0.242231
-2.325156 0.597446 -3.214083 0.033997 -1.280747 -0.249965
-2.512572 0.812435 -3.073814 -0.005836 -1.256329 -0.230386
-2.389952 0.270800 -2.780525 0.021454 -1.174648 -0.208893
-2.408254 0.126712 -1.991457 0.075380 -1.139085 -0.186848
-2.359947 0.138597 -2.933956 0.026381 -1.157709 -0.189285
-2.506930 -0.101780 -2.758619 0.112119 -1.154003 -0.169769
-2.294441 -0.178561 -2.402605 0.161620 -1.120513 -0.162798
-2.269226 -0.301555 -2.542351 0.178508 -1.111547 -0.160813
-2.443939 0.910135 -3.216664 0.016286 -1.124101 -0.166999
-1.987564 0.914496 -3.382019 0.007843 -1.016923 -0.146640
-1.962855 0.231023 -2.484616 0.093880 -0.969023 -0.135428
-2.339685 0.516254 -2.559903 0.047908 -1.025683 -0.142260
-2.073186 0.195560 -2.697849 0.094571 -0.957675 -0.130241
-2.229551 0.228989 -2.834304 0.114630 -0.994149 -0.138436
-2.611301 0.404761 -3.203221 0.093871 -1.055376 -0.145211
-2.291423 -0.041247 -1.425349 0.223510 -0.945355 -0.112465
-2.759717 0.728818 -3.507234 0.076172 -1.093147 -0.155721
-2.538836 1.652165 -4.108961 -0.028781 -1.055986 -0.147679
-1.825833 1.082740 -2.051923 0.059444 -0.836587 -0.110611
-2.339637 -2.044201 -0.089767 0.479351 -0.932362 -0.121373
-2.715799 -0.160745 -3.111538 0.164194 -1.121494 -0.184512
-1.681341 4.007990 -5.084641 -0.388852 -0.895366 -0.157222
-1.533234 -0.831020 -1.130046 0.325929 -0.884807 -0.160202
-2.762004 -3.122875 -0.157607 0.654794 -1.086940 -0.185836
-1.979381 0.896889 -2.887820 0.102522 -0.998513 -0.192710
-1.843368 2.192131 -3.900537 -0.081914 -0.984264 -0.195817
-2.384347 0.034952 -1.428603 0.215263 -1.050231 -0.184790
-2.092171 -0.523291 -0.796817 0.272479 -1.017198 -0.186108
-2.045724 3.322089 -3.695409 -0.309613 -1.049580 -0.222404
-1.503145 3.454298 -4.326382 -0.372373 -0.975932 -0.220435
