EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 -1    -1    -1    -2    -1    0     -1    -2   -4.166 -1.586 -15.041 0.813 -0.017 0.464 0
 -1    -1    -1    -2    -1    0     -1    -2   -4.170 -1.591 -15.047 0.812 -0.017 0.465 0
 -1    -1    -1    -2    -1    0     -1    -2   -4.168 -1.595 -15.040 0.813 -0.017 0.465 0
 -1    -1    -1    -2    -1    0     -1    -2   -4.179 -1.605 -15.040 0.813 -0.018 0.468 0
 -1    -1    -2    0     -1    -3    0     -1   -4.177 -1.603 -15.040 0.813 -0.018 0.467 0
 -1    -1    -2    0     -1    -3    0     -1   -4.180 -1.601 -15.038 0.813 -0.018 0.468 0
 -1    -1    -2    0     -1    -3    0     -1   -4.182 -1.599 -15.038 0.813 -0.018 0.468 0
 -1    -1    -2    0     -1    -3    0     -1   -4.186 -1.609 -15.037 0.812 -0.019 0.469 0
 -1    -1    -2    0     -1    -3    0     -1   -4.195 -1.621 -15.035 0.812 -0.019 0.470 0
 -1    -2    1     -1    0     0     0     -1   -4.199 -1.633 -15.027 0.813 -0.019 0.470 0
 -2    0     -1    0     -1    -1    -1    -3   -4.204 -1.640 -15.018 0.813 -0.018 0.470 0
 -2    0     -1    0     -1    -1    -1    -3   -4.208 -1.642 -15.004 0.814 -0.018 0.469 0
 -2    0     -1    0     -1    -1    -1    -3   -4.209 -1.649 -14.998 0.815 -0.017 0.469 0
 -2    0     -1    0     -1    -1    -1    -3   -4.206 -1.653 -14.995 0.815 -0.017 0.468 0
 -2    0     -1    0     -1    -1    -1    -3   -4.213 -1.653 -14.996 0.814 -0.018 0.469 0
 2     -1    -1    0     -1    -2    1     -2   -4.214 -1.644 -14.994 0.815 -0.017 0.469 0
 2     -1    -1    0     -1    -2    1     -2   -4.213 -1.628 -14.998 0.815 -0.017 0.468 0
 2     -1    -1    0     -1    -2    1     -2   -4.215 -1.618 -15.000 0.815 -0.017 0.468 0
 2     -1    -1    0     -1    -2    1     -2   -4.214 -1.612 -15.005 0.814 -0.017 0.467 0
 -2    -3    0     0     0     -1    -1    -1   -4.221 -1.612 -15.013 0.813 -0.017 0.469 0
 -2    -3    0     0     0     -1    -1    -1   -4.223 -1.617 -15.018 0.812 -0.017 0.469 0
 -2    -3    0     0     0     -1    -1    -1   -4.232 -1.619 -15.021 0.811 -0.017 0.470 0
 -2    -3    0     0     0     -1    -1    -1   -4.237 -1.619 -15.019 0.811 -0.017 0.470 0
 -2    -3    0     0     0     -1    -1    -1   -4.245 -1.620 -15.018 0.811 -0.017 0.471 0
 -3    -3    -1    -1    -1    -3    0     -1   -4.250 -1.621 -15.011 0.812 -0.017 0.472 0
 -3    -3    -1    -1    -1    -3    0     -1   -4.257 -1.628 -15.004 0.812 -0.017 0.473 0
