fx fy fz tx ty tz 
-1.468597 -0.202461 15.213377 -0.635459 -0.821126 -0.175011
-1.310887 -0.208189 15.028810 -0.636316 -0.790275 -0.170553
-1.394991 -0.257569 14.782108 -0.635921 -0.789614 -0.169902
-1.384024 -0.430032 14.661074 -0.617645 -0.775211 -0.168653
-1.606498 -0.755519 14.502329 -0.577737 -0.784889 -0.168226
-1.458275 -0.802030 14.297079 -0.570692 -0.741226 -0.161645
-1.487963 -0.750354 14.025526 -0.562304 -0.748783 -0.164977
-1.675516 -0.643058 13.648536 -0.555596 -0.780473 -0.167955
-1.653922 -0.491390 13.253755 -0.545114 -0.792360 -0.170774
-1.511441 -0.300268 12.877724 -0.547892 -0.783864 -0.167403
-1.397887 -0.136084 12.594646 -0.560511 -0.799742 -0.169061
-1.243751 -0.122474 12.390365 -0.562712 -0.801624 -0.164140
-1.194487 -0.144209 12.161780 -0.564722 -0.826169 -0.164511
-1.223946 -0.085140 11.881316 -0.574306 -0.845483 -0.161378
-1.090941 -0.066041 11.659984 -0.568683 -0.819268 -0.150467
-1.138133 -0.172425 11.542258 -0.544580 -0.822589 -0.143640
-1.247512 -0.268440 11.578381 -0.521388 -0.843209 -0.140989
-1.200876 -0.122668 11.486564 -0.531546 -0.833348 -0.132791
-0.988963 -0.049407 11.529536 -0.526953 -0.797655 -0.123490
-0.907748 0.053974 11.590885 -0.525539 -0.803968 -0.123375
-1.103342 0.060007 11.789982 -0.512394 -0.853465 -0.129046
-0.977628 0.161814 12.202103 -0.499676 -0.852198 -0.129602
-0.867710 0.378563 12.481134 -0.516773 -0.858572 -0.133712
-0.773066 0.518634 12.710290 -0.542461 -0.865738 -0.140162
-0.699428 0.491269 13.203180 -0.564820 -0.859509 -0.146746
-0.742717 0.281782 13.909418 -0.580572 -0.865391 -0.158176
-0.868481 0.215037 14.492674 -0.602097 -0.878310 -0.168962
-0.934362 0.214332 14.912527 -0.619097 -0.880722 -0.173821
-0.973551 0.183699 15.567753 -0.613079 -0.879160 -0.174377
-1.022544 0.304852 16.037209 -0.622100 -0.893509 -0.175143
-0.829681 0.462548 16.717002 -0.649314 -0.870863 -0.171409
-0.807065 0.422804 17.071155 -0.650464 -0.868041 -0.171005
-0.806666 0.289416 17.631919 -0.645929 -0.871082 -0.174344
-0.929672 0.264935 17.968743 -0.660081 -0.883671 -0.180057
-0.945152 0.361143 18.122618 -0.675903 -0.862179 -0.179410
-1.056990 0.285251 18.401319 -0.657652 -0.850834 -0.177978
-1.080049 0.089159 18.700012 -0.620522 -0.832654 -0.176344
-1.046794 -0.007916 18.991714 -0.598584 -0.806689 -0.172515
-1.179577 -0.054375 18.882003 -0.592667 -0.825415 -0.176712
-1.301380 -0.003558 18.638061 -0.606511 -0.839316 -0.179251
-1.187927 -0.240484 18.707501 -0.579665 -0.817631 -0.177962
-1.255675 -0.519316 18.693034 -0.553385 -0.819875 -0.177273
-1.482053 -0.454043 18.264519 -0.587611 -0.856948 -0.183181
-1.385601 -0.419973 17.848291 -0.604802 -0.836617 -0.180671
-1.311500 -0.467351 17.430857 -0.593005 -0.812450 -0.178780
-1.384124 -0.521201 17.163351 -0.549767 -0.808666 -0.178931
-1.558057 -0.298050 16.386799 -0.538988 -0.828381 -0.184426
-1.531511 0.004849 15.462037 -0.540827 -0.798526 -0.181886
-1.493495 0.113084 14.658862 -0.528210 -0.782015 -0.180400
-1.493591 -0.177082 14.209795 -0.482765 -0.773830 -0.177261
-1.498982 -0.443244 13.634524 -0.457060 -0.786741 -0.179410
