EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Estimatedtorque
 -1    3     -10   1     -1    1     0     2     0 0 0 0 0 0 -16.029303
 -1    3     -10   1     -1    1     0     2     0 0 0 0 0 0 -15.730230
 -8    6     -3    -5    -5    -7    -3    -13   0 0 0 0 0 0 -15.437781
 -8    6     -3    -5    -5    -7    -3    -13   0 0 0 0 0 0 -15.148241
 13    -8    -6    2     -1    -2    6     18    0 0 0 0 0 0 -14.858993
 13    -8    -6    2     -1    -2    6     18    0 0 0 0 0 0 -14.571392
 -6    9     17    -2    1     6     1     -17   0 0 0 0 0 0 -14.291037
 -6    9     17    -2    1     6     1     -17   0 0 0 0 0 0 -14.024089
 -6    -7    -9    -1    -6    -3    -4    2     0 0 0 0 0 0 -13.774231
 -6    -7    -9    -1    -6    -3    -4    2     0 0 0 0 0 0 -13.540323
 -6    -7    -9    -1    -6    -3    -4    2     0 0 0 0 0 0 -13.317736
 -3    10    10    -5    1     11    0     -4    0 0 0 0 0 0 -13.100844
 0     7     -2    -1    -7    6     -13   -12   0 0 0 0 0 0 -12.885138
 11    11    16    3     7     -2    7     29    0 0 0 0 0 0 -12.669358
 11    11    16    3     7     -2    7     29    0 0 0 0 0 0 -12.455074
 0     -14   -10   -2    -1    1     0     -8    0 0 0 0 0 0 -12.246311
 0     -14   -10   -2    -1    1     0     -8    0 0 0 0 0 0 -12.047906
 -7    8     1     -3    -1    6     -7    -8    0 0 0 0 0 0 -11.864922
 -7    8     1     -3    -1    6     -7    -8    0 0 0 0 0 0 -11.702956
 10    6     7     2     -5    18    16    18    0 0 0 0 0 0 -11.567565
 -8    4     -8    -1    5     -4    -4    -14   0 0 0 0 0 0 -11.464773
 -8    -30   8     -2    -11   -3    -4    -8    0 0 0 0 0 0 -11.400126
 2     4     -10   -2    1     4     1     -5    0 0 0 0 0 0 -11.378942
 2     4     -10   -2    1     4     1     -5    0 0 0 0 0 0 -11.405190
 -7    -17   -4    -1    -5    -7    -15   -45   0 0 0 0 0 0 -11.479918
 18    3     1     5     4     17    24    44    0 0 0 0 0 0 -11.603602
 7     16    8     2     7     -10   0     6     0 0 0 0 0 0 -11.777542
 7     16    8     2     7     -10   0     6     0 0 0 0 0 0 -12.005569
 0     6     1     -1    -5    1     0     6     0 0 0 0 0 0 -12.294553
 0     6     1     -1    -5    1     0     6     0 0 0 0 0 0 -12.650002
 -2    -51   -17   -1    -13   -6    -6    13    0 0 0 0 0 0 -13.074735
 -2    -51   -17   -1    -13   -6    -6    13    0 0 0 0 0 0 -13.572123
 0     11    5     1     -6    2     5     14    0 0 0 0 0 0 -14.148306
 0     11    5     1     -6    2     5     14    0 0 0 0 0 0 -14.809193
 2     22    4     2     1     -1    -5    -12   0 0 0 0 0 0 -15.555850
 2     22    4     2     1     -1    -5    -12   0 0 0 0 0 0 -16.381657
 2     22    4     2     1     -1    -5    -12   0 0 0 0 0 0 -17.271727
 4     4     -10   4     4     10    28    23    0 0 0 0 0 0 -18.206810
 6     6     11    3     3     -7    0     -8    0 0 0 0 0 0 -19.164415
 -6    -10   -15   -6    9     -7    -10   -9    0 0 0 0 0 0 -20.115974
 -6    -10   -15   -6    9     -7    -10   -9    0 0 0 0 0 0 -21.026463
 -6    -10   -15   -6    9     -7    -10   -9    0 0 0 0 0 0 -21.856506
 -7    29    1     -2    5     -11   -8    -2    0 0 0 0 0 0 -22.567339
 -3    25    9     2     -1    8     -3    -4    0 0 0 0 0 0 -23.125196
 -3    25    9     2     -1    8     -3    -4    0 0 0 0 0 0 -23.501886
 1     3     4     3     -3    0     8     -8    0 0 0 0 0 0 -23.674694
 1     3     4     3     -3    0     8     -8    0 0 0 0 0 0 -23.626425
 1     3     4     3     -3    0     8     -8    0 0 0 0 0 0 -23.347935
 -4    -4    11    0     -12   -2    -11   -13   0 0 0 0 0 0 -22.842257
 -4    -4    11    0     -12   -2    -11   -13   0 0 0 0 0 0 -22.126854
 4     14    -12   2     4     7     7     10    0 0 0 0 0 0 -21.232607
 1     15    21    -1    -5    -16   4     11    0 0 0 0 0 0 -20.197727
 -1    -11   1     -5    -6    -2    -4    -3    0 0 0 0 0 0 -19.060795
 -1    -11   1     -5    -6    -2    -4    -3    0 0 0 0 0 0 -17.856234
 -14   0     3     -2    7     10    7     -27   0 0 0 0 0 0 -16.613270
 -14   0     3     -2    7     10    7     -27   0 0 0 0 0 0 -15.359591
 6     -8    6     3     5     7     15    20    0 0 0 0 0 0 -14.126215
 6     -8    6     3     5     7     15    20    0 0 0 0 0 0 -12.948795
 -4    -5    -10   0     -5    5     -10   -27   0 0 0 0 0 0 -11.864336
 5     -7    0     0     -3    -10   -3    3     0 0 0 0 0 0 -10.906590
 5     -7    0     0     -3    -10   -3    3     0 0 0 0 0 0 -10.100911
 -4    -11   -1    -2    -11   -32   -15   -6    0 0 0 0 0 0 -9.461642
 -4    -11   -1    -2    -11   -32   -15   -6    0 0 0 0 0 0 -8.991486
 -3    -5    7     1     -9    -14   -6    8     0 0 0 0 0 0 -8.683474
 -6    -32   7     -1    3     5     1     11    0 0 0 0 0 0 -8.523569
 -2    -5    -11   -3    -6    -5    -15   -30   0 0 0 0 0 0 -8.492588
 -2    -5    -11   -3    -6    -5    -15   -30   0 0 0 0 0 0 -8.573364
 4     -2    -5    0     -3    3     2     4     0 0 0 0 0 0 -8.756302
 4     -2    -5    0     -3    3     2     4     0 0 0 0 0 0 -9.040588
 -3    -7    -4    -3    -2    -4    -3    -6    0 0 0 0 0 0 -9.432048
 2     6     -5    1     5     8     1     1     0 0 0 0 0 0 -9.935674
 -6    -6    -18   -6    -1    -1    -12   10    0 0 0 0 0 0 -10.549268
 1     2     4     0     1     10    16    28    0 0 0 0 0 0 -11.263718
 1     2     4     0     1     10    16    28    0 0 0 0 0 0 -12.069245
 4     2     4     1     0     12    6     -2    0 0 0 0 0 0 -12.961342
 4     2     4     1     0     12    6     -2    0 0 0 0 0 0 -13.940063
 4     2     4     1     0     12    6     -2    0 0 0 0 0 0 -15.005105
 -2    1     0     -1    -2    10    5     3     0 0 0 0 0 0 -16.150097
 -5    2     -19   -2    -6    -9    -6    -13   0 0 0 0 0 0 -17.361259
 -9    -37   19    3     9     -3    -3    -3    0 0 0 0 0 0 -18.617189
 4     10    -13   -5    -1    6     14    19    0 0 0 0 0 0 -19.888485
 4     10    -13   -5    -1    6     14    19    0 0 0 0 0 0 -21.141716
 4     10    -13   -5    -1    6     14    19    0 0 0 0 0 0 -22.343418
 4     10    -13   -5    -1    6     14    19    0 0 0 0 0 0 -23.465324
 1     1     -1    1     -8    0     -10   -7    0 0 0 0 0 0 -24.488615
 2     1     -1    1     8     -4    -10   3     0 0 0 0 0 0 -25.403421
 2     1     -1    1     8     -4    -10   3     0 0 0 0 0 0 -26.204742
 -4    0     -3    -1    2     -16   -14   -21   0 0 0 0 0 0 -26.889336
 -4    0     -3    -1    2     -16   -14   -21   0 0 0 0 0 0 -27.456833
 5     2     5     0     4     14    19    18    0 0 0 0 0 0 -27.910337
 -2    7     -7    -5    0     -10   -7    -26   0 0 0 0 0 0 -28.256767
 1     -5    5     2     -1    -8    0     10    0 0 0 0 0 0 -28.505753
 -4    6     -3    0     -6    1     -7    -5    0 0 0 0 0 0 -28.667011
 -4    6     -3    0     -6    1     -7    -5    0 0 0 0 0 0 -28.748547
 18    -22   -1    -3    -1    21    27    46    0 0 0 0 0 0 -28.756557
 18    -22   -1    -3    -1    21    27    46    0 0 0 0 0 0 -28.700871
 -6    -6    0     1     -1    -1    -16   -23   0 0 0 0 0 0 -28.600000
 -6    -6    0     1     -1    -1    -16   -23   0 0 0 0 0 0 -28.482555
 -6    -6    0     1     -1    -1    -16   -23   0 0 0 0 0 0 -28.382723
 0     10    -9    0     -2    2     7     14    0 0 0 0 0 0 -28.331772
 -7    -8    -12   -2    -2    -6    -5    6     0 0 0 0 0 0 -28.351185
 0     4     8     3     -1    0     12    3     0 0 0 0 0 0 -28.448456
 0     4     8     3     -1    0     12    3     0 0 0 0 0 0 -28.617994
 -5    3     -17   0     1     -8    -18   1     0 0 0 0 0 0 -28.844061
 -5    3     -17   0     1     -8    -18   1     0 0 0 0 0 0 -29.103424
 -6    13    -5    -2    -4    -13   -18   -21   0 0 0 0 0 0 -29.369698
 -6    13    -5    -2    -4    -13   -18   -21   0 0 0 0 0 0 -29.619957
 -6    13    -5    -2    -4    -13   -18   -21   0 0 0 0 0 0 -29.840219
 6     -21   -31   -2    1     -2    0     -8    0 0 0 0 0 0 -30.027435
 0     -4    8     2     -4    -12   -5    -7    0 0 0 0 0 0 -30.185081
 6     -2    3     0     12    -1    -9    -44   0 0 0 0 0 0 -30.318230
 6     -2    3     0     12    -1    -9    -44   0 0 0 0 0 0 -30.428448
 6     -2    3     0     12    -1    -9    -44   0 0 0 0 0 0 -30.516174
 12    7     -5    1     -2    17    27    40    0 0 0 0 0 0 -30.584728
 3     17    16    -3    -3    11    3     -2    0 0 0 0 0 0 -30.639805
 3     17    16    -3    -3    11    3     -2    0 0 0 0 0 0 -30.687876
 -3    -12   -4    1     2     4     3     -3    0 0 0 0 0 0 -30.730797
 -8    -4    -12   1     -1    -5    -4    0     0 0 0 0 0 0 -30.764383
 -8    -4    -12   1     -1    -5    -4    0     0 0 0 0 0 0 -30.780487
 4     -12   1     3     6     5     6     10    0 0 0 0 0 0 -30.770798
 -13   9     18    8     -3    -7    -10   -13   0 0 0 0 0 0 -30.729252
 4     11    14    -5    -1    11    1     11    0 0 0 0 0 0 -30.653315
 4     11    14    -5    -1    11    1     11    0 0 0 0 0 0 -30.543554
 0     5     -4    -8    -10   -9    -1    5     0 0 0 0 0 0 -30.400787
 0     5     -4    -8    -10   -9    -1    5     0 0 0 0 0 0 -30.226044
 -1    17    14    1     -1    3     -1    -3    0 0 0 0 0 0 -30.020575
 -1    -13   -4    1     4     11    0     -2    0 0 0 0 0 0 -29.786684
 2     15    14    -2    0     -2    -7    -4    0 0 0 0 0 0 -29.528902
 5     -29   -38   1     -3    -1    2     3     0 0 0 0 0 0 -29.250912
 5     -29   -38   1     -3    -1    2     3     0 0 0 0 0 0 -28.952734
 -4    4     12    0     3     -3    -2    -1    0 0 0 0 0 0 -28.626841
 -4    4     12    0     3     -3    -2    -1    0 0 0 0 0 0 -28.257364
 -1    16    21    2     1     4     0     -1    0 0 0 0 0 0 -27.824499
 -5    -2    -11   2     -2    -6    0     -4    0 0 0 0 0 0 -27.310455
 0     20    23    1     -3    5     4     4     0 0 0 0 0 0 -26.703274
 -3    -7    18    3     0     -7    -1    0     0 0 0 0 0 0 -25.997580
 -2    33    12    -13   -6    11    -8    -2    0 0 0 0 0 0 -25.194721
 -14   7     7     0     -15   -2    -4    -8    0 0 0 0 0 0 -24.301394
 -14   7     7     0     -15   -2    -4    -8    0 0 0 0 0 0 -23.332212
 -4    -43   -5    -4    3     -3    -3    -1    0 0 0 0 0 0 -22.311226
 1     -7    -15   -2    -1    -2    -3    -4    0 0 0 0 0 0 -21.270000
 -1    8     5     -2    4     -4    0     0     0 0 0 0 0 0 -20.242067
 -1    8     5     -2    4     -4    0     0     0 0 0 0 0 0 -19.254227
 -1    8     5     -2    4     -4    0     0     0 0 0 0 0 0 -18.321018
 2     -12   -19   3     1     -3    -2    2     0 0 0 0 0 0 -17.442514
 -1    43    10    1     5     7     7     2     0 0 0 0 0 0 -16.606098
 2     30    -1    2     4     -1    -1    2     0 0 0 0 0 0 -15.792807
 -5    -7    0     -7    -11   -18   -4    0     0 0 0 0 0 0 -14.980311
 5     4     12    0     11    2     7     3     0 0 0 0 0 0 -14.141548
 -4    -15   -19   -9    -7    4     -3    -4    0 0 0 0 0 0 -13.244411
 0     -18   -15   3     3     1     -5    -1    0 0 0 0 0 0 -12.252438
 0     -18   -15   3     3     1     -5    -1    0 0 0 0 0 0 -11.129553
 0     -2    -1    2     0     0     -1    -1    0 0 0 0 0 0 -9.847617
 -8    -30   -11   -13   -11   -8    -6    -2    0 0 0 0 0 0 -8.393551
 1     10    4     -1    6     2     4     2     0 0 0 0 0 0 -6.772152
 6     22    6     0     -1    0     4     3     0 0 0 0 0 0 -5.005810
 -4    20    15    1     -3    -1    -1    -1    0 0 0 0 0 0 -3.132471
 -4    20    15    1     -3    -1    -1    -1    0 0 0 0 0 0 -1.201746
 -4    20    15    1     -3    -1    -1    -1    0 0 0 0 0 0 0.340664
 2     24    -2    -4    -2    -4    -6    -2    0 0 0 0 0 0 1.214486
 2     -8    -26   2     -5    4     4     1     0 0 0 0 0 0 2.032084
 -6    -32   -2    -6    -3    -1    -2    -2    0 0 0 0 0 0 2.767952
 -6    -32   -2    -6    -3    -1    -2    -2    0 0 0 0 0 0 3.401561
 3     13    1     -5    0     8     3     -2    0 0 0 0 0 0 3.919224
 3     13    1     -5    0     8     3     -2    0 0 0 0 0 0 4.314488
 8     -1    -51   -4    -7    -8    -2    0     0 0 0 0 0 0 4.587408
 -16   -14   14    0     1     -4    -1    1     0 0 0 0 0 0 4.742918
 6     16    10    11    5     -1    -1    -1    0 0 0 0 0 0 4.789723
 3     15    -19   -12   -5    -1    0     -2    0 0 0 0 0 0 4.739641
 3     15    -19   -12   -5    -1    0     -2    0 0 0 0 0 0 4.607439
 -3    -4    0     8     3     2     2     0     0 0 0 0 0 0 4.409589
 -3    -4    0     8     3     2     2     0     0 0 0 0 0 0 4.162416
 -1    -34   -18   4     -9    -14   -7    -5    0 0 0 0 0 0 3.880944
 -1    -34   -18   4     -9    -14   -7    -5    0 0 0 0 0 0 3.578489
 -5    2     -6    0     7     -19   -7    -3    0 0 0 0 0 0 3.266921
 4     16    -11   -7    0     -1    5     6     0 0 0 0 0 0 2.956602
 1     -1    1     8     5     -2    -1    -1    0 0 0 0 0 0 2.656097
 1     -1    1     8     5     -2    -1    -1    0 0 0 0 0 0 2.371624
 1     -1    1     8     5     -2    -1    -1    0 0 0 0 0 0 2.106757
 1     -41   -14   -10   -5    -2    1     -1    0 0 0 0 0 0 1.863014
 2     -12   -22   0     4     -1    -1    -2    0 0 0 0 0 0 1.640933
 -2    23    -2    4     7     6     0     0     0 0 0 0 0 0 1.440648
 -2    23    -2    4     7     6     0     0     0 0 0 0 0 0 1.262179
 -1    12    23    5     7     -6    -2    -1    0 0 0 0 0 0 1.105585
 -1    12    23    5     7     -6    -2    -1    0 0 0 0 0 0 0.970406
 -3    5     -8    -1    -8    1     -3    -5    0 0 0 0 0 0 0.855130
 -3    5     -8    -1    -8    1     -3    -5    0 0 0 0 0 0 0.757338
 6     18    8     8     1     -2    -5    0     0 0 0 0 0 0 0.674125
 -2    20    2     2     -14   14    2     2     0 0 0 0 0 0 0.603026
 0     3     -16   1     -2    -14   -6    -3    0 0 0 0 0 0 0.542666
 -1    0     11    1     1     -6    -3    0     0 0 0 0 0 0 0.492279
 -1    0     11    1     1     -6    -3    0     0 0 0 0 0 0 0.450814
 -3    -6    33    -9    0     1     1     0     0 0 0 0 0 0 0.415818
 -12   -32   24    1     5     1     2     -1    0 0 0 0 0 0 0.383462
 0     -9    -16   -4    -6    -6    -9    -7    0 0 0 0 0 0 0.349870
 0     -9    -16   -4    -6    -6    -9    -7    0 0 0 0 0 0 0.312102
 -2    2     -11   -1    12    -6    -4    2     0 0 0 0 0 0 0.268882
 -2    2     -11   -1    12    -6    -4    2     0 0 0 0 0 0 0.220450
 2     0     -2    0     12    4     1     -1    0 0 0 0 0 0 0.167584
 2     0     -2    0     12    4     1     -1    0 0 0 0 0 0 0.111113
 2     0     -2    0     12    4     1     -1    0 0 0 0 0 0 0.051813
 1     -5    -1    -2    -4    -2    0     -1    0 0 0 0 0 0 -0.020103
 4     4     12    7     4     -2    -1    1     0 0 0 0 0 0 -0.152311
 5     -1    -2    13    2     5     2     0     0 0 0 0 0 0 -0.282179
 5     -1    -2    13    2     5     2     0     0 0 0 0 0 0 -0.406166
 3     2     1     -2    1     0     4     3     0 0 0 0 0 0 -0.521406
 3     2     1     -2    1     0     4     3     0 0 0 0 0 0 -0.625269
 1     -18   -38   -3    3     2     -1    0     0 0 0 0 0 0 -0.715273
 -4    -2    3     0     -7    -6    3     1     0 0 0 0 0 0 -0.789429
 -2    -4    -10   -4    -5    5     0     -2    0 0 0 0 0 0 -0.846472
 -2    -4    -10   -4    -5    5     0     -2    0 0 0 0 0 0 -0.887058
 -2    -4    -10   -4    -5    5     0     -2    0 0 0 0 0 0 -0.912580
 -2    -7    -13   -1    -3    -6    -5    0     0 0 0 0 0 0 -0.924789
 -2    -7    -13   -1    -3    -6    -5    0     0 0 0 0 0 0 -0.925587
 -6    -5    -19   -2    -1    -8    -9    -3    0 0 0 0 0 0 -0.916498
 -6    -5    -19   -2    -1    -8    -9    -3    0 0 0 0 0 0 -0.899651
 -2    23    25    -1    -8    -2    -5    -5    0 0 0 0 0 0 -0.877031
 -2    23    25    -1    -8    -2    -5    -5    0 0 0 0 0 0 -0.849625
 2     26    11    0     6     8     -2    -2    0 0 0 0 0 0 -0.817081
 2     26    11    0     6     8     -2    -2    0 0 0 0 0 0 -0.777872
 2     26    11    0     6     8     -2    -2    0 0 0 0 0 0 -0.730114
 3     0     -10   7     6     -5    0     1     0 0 0 0 0 0 -0.672590
 5     9     12    6     -1    -1    -1    1     0 0 0 0 0 0 -0.605206
 -2    -7    -2    -9    -6    -3    1     0     0 0 0 0 0 0 -0.528963
 -2    -7    -2    -9    -6    -3    1     0     0 0 0 0 0 0 -0.445604
 -4    -5    4     -2    5     -2    -7    -5    0 0 0 0 0 0 -0.357172
 -4    -5    4     -2    5     -2    -7    -5    0 0 0 0 0 0 -0.265612
 4     -11   1     -2    -1    19    2     3     0 0 0 0 0 0 -0.172682
 4     -11   1     -2    -1    19    2     3     0 0 0 0 0 0 -0.080030
 -3    -44   -1    3     -1    -2    3     -4    0 0 0 0 0 0 0.004832
 -1    -5    2     0     3     -3    1     -2    0 0 0 0 0 0 0.044641
 -4    23    14    -6    0     1     0     6     0 0 0 0 0 0 0.080354
 -3    4     -3    6     -1    -5    -2    -5    0 0 0 0 0 0 0.110376
 -3    4     -3    6     -1    -5    -2    -5    0 0 0 0 0 0 0.133728
 -1    1     14    -5    -4    -6    3     0     0 0 0 0 0 0 0.150543
 1     6     13    4     0     -9    0     2     0 0 0 0 0 0 0.161999
 -4    -51   2     3     -11   -12   -6    -4    0 0 0 0 0 0 0.169848
 -4    -51   2     3     -11   -12   -6    -4    0 0 0 0 0 0 0.175940
 -3    8     8     -5    -4    9     2     -1    0 0 0 0 0 0 0.182126
 -3    8     8     -5    -4    9     2     -1    0 0 0 0 0 0 0.190675
 4     14    -19   -9    -2    -2    0     1     0 0 0 0 0 0 0.204513
 4     14    -19   -9    -2    -2    0     1     0 0 0 0 0 0 0.227160
 5     22    0     5     4     4     4     2     0 0 0 0 0 0 0.262223
 5     22    0     5     4     4     4     2     0 0 0 0 0 0 0.312773
 -1    9     3     -2    -6    -11   -7    -4    0 0 0 0 0 0 0.381133
 -1    9     3     -2    -6    -11   -7    -4    0 0 0 0 0 0 0.469047
 -1    9     3     -2    -6    -11   -7    -4    0 0 0 0 0 0 0.577686
 3     -19   -24   2     -6    2     -1    4     0 0 0 0 0 0 0.707570
 -7    5     0     -7    -9    10    3     3     0 0 0 0 0 0 0.858332
 -5    4     0     0     1     -9    -7    -2    0 0 0 0 0 0 1.028548
 -5    4     0     0     1     -9    -7    -2    0 0 0 0 0 0 1.215703
 -1    -16   0     -6    13    7     5     1     0 0 0 0 0 0 1.416636
 -1    -16   0     -6    13    7     5     1     0 0 0 0 0 0 1.627950
 -6    -13   -2    -6    -4    -2    0     1     0 0 0 0 0 0 1.846390
 -6    -13   -2    -6    -4    -2    0     1     0 0 0 0 0 0 2.069109
 4     -6    -10   -6    1     16    -1    2     0 0 0 0 0 0 2.293323
 3     10    2     10    3     -7    3     5     0 0 0 0 0 0 2.516018
 1     1     16    -3    -2    -2    4     6     0 0 0 0 0 0 2.733823
 1     1     16    -3    -2    -2    4     6     0 0 0 0 0 0 2.943004
 1     1     16    -3    -2    -2    4     6     0 0 0 0 0 0 3.139771
 -8    7     0     4     3     4     0     -4    0 0 0 0 0 0 3.320607
 -8    7     0     4     3     4     0     -4    0 0 0 0 0 0 3.482755
 2     21    1     1     0     3     -1    -1    0 0 0 0 0 0 3.624650
 1     8     16    -4    -6    -5    -1    1     0 0 0 0 0 0 3.745942
 0     -8    -5    5     2     -4    2     -2    0 0 0 0 0 0 3.847155
 0     -8    -5    5     2     -4    2     -2    0 0 0 0 0 0 3.929045
 4     2     -6    0     -5    1     -6    2     0 0 0 0 0 0 3.992242
 4     2     -6    0     -5    1     -6    2     0 0 0 0 0 0 4.037185
 0     1     13    -8    -9    -2    -1    -1    0 0 0 0 0 0 4.064239
 0     1     13    -8    -9    -2    -1    -1    0 0 0 0 0 0 4.073893
 0     -62   -13   -2    -2    -3    -4    -3    0 0 0 0 0 0 4.067099
 0     -62   -13   -2    -2    -3    -4    -3    0 0 0 0 0 0 4.046126
 -8    -4    -9    -6    -2    -6    -4    -4    0 0 0 0 0 0 4.015062
 -8    -4    -9    -6    -2    -6    -4    -4    0 0 0 0 0 0 3.979068
 -8    -4    -9    -6    -2    -6    -4    -4    0 0 0 0 0 0 3.943049
 2     14    6     -1    -1    -6    -2    -4    0 0 0 0 0 0 3.910433
 -3    2     -6    4     12    2     7     1     0 0 0 0 0 0 3.882685
 -3    2     -6    4     12    2     7     1     0 0 0 0 0 0 3.859829
 -3    2     -6    4     12    2     7     1     0 0 0 0 0 0 3.841173
 -4    0     -4    -5    -4    3     2     -1    0 0 0 0 0 0 3.825483
 -4    0     -4    -5    -4    3     2     -1    0 0 0 0 0 0 3.810995
 2     17    0     6     -8    3     -1    -2    0 0 0 0 0 0 3.795643
 2     17    0     6     -8    3     -1    -2    0 0 0 0 0 0 3.777530
 -4    -20   -10   -6    -5    -15   -7    -3    0 0 0 0 0 0 3.755363
 -4    -20   -10   -6    -5    -15   -7    -3    0 0 0 0 0 0 3.728718
 -6    4     2     4     1     -8    3     1     0 0 0 0 0 0 3.698015
 -6    4     2     4     1     -8    3     1     0 0 0 0 0 0 3.664047
 2     2     10    5     0     -6    0     2     0 0 0 0 0 0 3.627341
 -11   11    1     -8    -3    -1    -5    -2    0 0 0 0 0 0 3.587841
 -1    23    17    8     -3    3     -1    -3    0 0 0 0 0 0 3.545140
 -1    23    17    8     -3    3     -1    -3    0 0 0 0 0 0 3.499166
 -3    -34   14    6     3     -4    3     0     0 0 0 0 0 0 3.450756
 3     -6    -6    3     1     2     0     -2    0 0 0 0 0 0 3.401729
 3     -6    -6    3     1     2     0     -2    0 0 0 0 0 0 3.354147
 0     5     -23   -14   -8    8     6     3     0 0 0 0 0 0 3.309384
 -2    -1    1     3     3     4     -5    -1    0 0 0 0 0 0 3.267740
 4     -17   -24   0     4     2     4     4     0 0 0 0 0 0 3.228453
 4     -17   -24   0     4     2     4     4     0 0 0 0 0 0 3.190418
 2     -2    -2    4     11    6     1     0     0 0 0 0 0 0 3.152724
 2     -2    -2    4     11    6     1     0     0 0 0 0 0 0 3.114527
 -12   -21   -11   -6    -9    -10   -4    -1    0 0 0 0 0 0 3.074786
 1     -20   -1    -6    2     2     -1    -3    0 0 0 0 0 0 3.032284
 -1    -5    24    7     -8    13    -6    -5    0 0 0 0 0 0 2.985970
 -1    -5    24    7     -8    13    -6    -5    0 0 0 0 0 0 2.935145
 -1    -5    24    7     -8    13    -6    -5    0 0 0 0 0 0 2.879465
 3     -9    3     3     -4    0     -7    -1    0 0 0 0 0 0 2.818487
 3     -9    3     3     -4    0     -7    -1    0 0 0 0 0 0 2.751363
 -1    5     2     1     0     -14   -6    -2    0 0 0 0 0 0 2.677119
 -6    13    -1    -3    -3    -4    -6    -8    0 0 0 0 0 0 2.595245
 -6    13    -1    -3    -3    -4    -6    -8    0 0 0 0 0 0 2.506325
 -6    13    -1    -3    -3    -4    -6    -8    0 0 0 0 0 0 2.412365
 6     -20   29    -3    -3    2     2     4     0 0 0 0 0 0 2.316662
 6     -20   29    -3    -3    2     2     4     0 0 0 0 0 0 2.222946
 0     26    0     -9    5     13    13    0     0 0 0 0 0 0 2.134516
 0     26    0     -9    5     13    13    0     0 0 0 0 0 0 2.053616
 -1    -2    -9    0     1     -10   -4    -1    0 0 0 0 0 0 1.981530
 -1    -2    -9    0     1     -10   -4    -1    0 0 0 0 0 0 1.918872
 2     -1    -11   -5    3     -2    3     4     0 0 0 0 0 0 1.865515
 2     -1    -11   -5    3     -2    3     4     0 0 0 0 0 0 1.820658
 2     -1    -11   -5    3     -2    3     4     0 0 0 0 0 0 1.782767
 2     -1    -11   -5    3     -2    3     4     0 0 0 0 0 0 1.749893
 3     2     -10   -6    1     2     -4    -4    0 0 0 0 0 0 1.720206
 8     -52   -8    0     0     8     1     3     0 0 0 0 0 0 1.692462
 8     -52   -8    0     0     8     1     3     0 0 0 0 0 0 1.666716
 -2    -5    -5    5     -2    9     6     5     0 0 0 0 0 0 1.644704
 -2    -5    -5    5     -2    9     6     5     0 0 0 0 0 0 1.629208
 -3    6     1     2     2     -4    -5    0     0 0 0 0 0 0 1.622923
 -2    13    14    1     -8    -5    -4    -4    0 0 0 0 0 0 1.627403
 0     13    0     5     5     6     0     -2    0 0 0 0 0 0 1.642630
 0     13    0     5     5     6     0     -2    0 0 0 0 0 0 1.667717
 -5    -10   -2    3     4     1     0     0     0 0 0 0 0 0 1.701790
 -1    6     16    1     -1    -1    2     5     0 0 0 0 0 0 1.744171
 -1    6     16    1     -1    -1    2     5     0 0 0 0 0 0 1.794105
 -3    21    -6    -2    1     -2    -4    -2    0 0 0 0 0 0 1.850555
 1     4     -19   -2    6     -2    4     -5    0 0 0 0 0 0 1.912289
 -6    3     6     -3    -2    4     -5    -4    0 0 0 0 0 0 1.977902
 -6    3     6     -3    -2    4     -5    -4    0 0 0 0 0 0 2.045927
 -10   -41   -13   -4    -11   -7    -4    -6    0 0 0 0 0 0 2.115096
 -10   -41   -13   -4    -11   -7    -4    -6    0 0 0 0 0 0 2.185020
 1     20    15    0     7     -1    4     -1    0 0 0 0 0 0 2.256661
 1     20    15    0     7     -1    4     -1    0 0 0 0 0 0 2.331979
 -1    -8    -36   6     5     7     11    0     0 0 0 0 0 0 2.412932
 -1    -8    -36   6     5     7     11    0     0 0 0 0 0 0 2.499803
 -1    -8    -36   6     5     7     11    0     0 0 0 0 0 0 2.590305
 -3    -5    4     1     -4    -9    -11   -3    0 0 0 0 0 0 2.679987
 -3    -5    4     1     -4    -9    -11   -3    0 0 0 0 0 0 2.763706
 7     22    -5    -4    -1    0     0     -3    0 0 0 0 0 0 2.837164
 7     22    -5    -4    -1    0     0     -3    0 0 0 0 0 0 2.898238
 1     11    0     1     -8    -16   -8    -2    0 0 0 0 0 0 2.947262
 1     11    0     1     -8    -16   -8    -2    0 0 0 0 0 0 2.986190
 -6    1     7     1     8     -6    -4    1     0 0 0 0 0 0 3.017503
 -6    1     7     1     8     -6    -4    1     0 0 0 0 0 0 3.042917
 -4    6     3     -2    4     -5    -5    -4    0 0 0 0 0 0 3.062938
 4     -11   -35   -5    0     6     4     3     0 0 0 0 0 0 3.077048
 -17   -1    7     -7    -10   8     -2    -4    0 0 0 0 0 0 3.084118
 -17   -1    7     -7    -10   8     -2    -4    0 0 0 0 0 0 3.082924
 -4    -1    8     1     1     6     1     2     0 0 0 0 0 0 3.072205
 7     -10   1     4     -1    -3    -2    1     0 0 0 0 0 0 3.051083
 7     -10   1     4     -1    -3    -2    1     0 0 0 0 0 0 3.019218
 -6    10    -6    -1    1     2     2     -5    0 0 0 0 0 0 2.976890
