EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Estimatedtorque
 -3    15    12    0     -10   -4    -4    -2    0 0 0 0 0 0 2.925280
 -5    6     5     -1    -3    2     -3    -3    0 0 0 0 0 0 2.865983
 -5    6     5     -1    -3    2     -3    -3    0 0 0 0 0 0 2.800708
 1     14    3     1     4     -6    -2    -1    0 0 0 0 0 0 2.730920
 1     14    3     1     4     -6    -2    -1    0 0 0 0 0 0 2.657893
 -2    -28   5     3     6     10    2     -2    0 0 0 0 0 0 2.582952
 -2    -28   5     3     6     10    2     -2    0 0 0 0 0 0 2.507794
 -3    19    12    -15   -6    -7    -4    -6    0 0 0 0 0 0 2.434790
 12    -4    -14   6     12    19    10    12    0 0 0 0 0 0 2.366610
 11    5     -6    -3    -2    4     -2    5     0 0 0 0 0 0 2.305672
 11    5     -6    -3    -2    4     -2    5     0 0 0 0 0 0 2.253654
 11    5     -6    -3    -2    4     -2    5     0 0 0 0 0 0 2.211323
 -2    13    11    -5    -13   -8    -6    -5    0 0 0 0 0 0 2.178660
 -2    -7    -5    4     4     4     0     -2    0 0 0 0 0 0 2.155275
 0     1     -18   1     0     -6    -4    -1    0 0 0 0 0 0 2.140543
 2     12    -4    -2    -8    3     2     -1    0 0 0 0 0 0 2.133335
 -6    -2    18    -1    -5    -11   -6    -6    0 0 0 0 0 0 2.132123
 -6    -2    18    -1    -5    -11   -6    -6    0 0 0 0 0 0 2.134912
 -4    -7    2     -10   -3    -20   -1    -2    0 0 0 0 0 0 2.139531
 -1    9     8     7     7     -1    7     1     0 0 0 0 0 0 2.144021
 -2    -21   -10   -1    1     -3    -3    -1    0 0 0 0 0 0 2.146866
 -2    -21   -10   -1    1     -3    -3    -1    0 0 0 0 0 0 2.147307
 -2    -8    0     3     -2    -1    -2    -1    0 0 0 0 0 0 2.145300
 -2    -8    0     3     -2    -1    -2    -1    0 0 0 0 0 0 2.141356
 0     -4    -17   -11   -2    3     1     -4    0 0 0 0 0 0 2.136121
 2     25    7     -3    -6    3     2     -1    0 0 0 0 0 0 2.130055
 2     -20   -2    0     -1    -2    1     1     0 0 0 0 0 0 2.123590
 -1    -2    5     1     2     1     -1    -5    0 0 0 0 0 0 2.117328
 -2    -10   -6    -6    -7    -2    -1    -2    0 0 0 0 0 0 2.112084
 -3    -8    -2    -5    0     3     1     0     0 0 0 0 0 0 2.108652
 -3    -8    -2    -5    0     3     1     0     0 0 0 0 0 0 2.107540
 -1    38    17    5     7     3     4     4     0 0 0 0 0 0 2.108948
 4     -42   16    3     -1    2     1     1     0 0 0 0 0 0 2.113397
 6     7     3     -2    -4    -14   -4    -1    0 0 0 0 0 0 2.122223
 6     7     3     -2    -4    -14   -4    -1    0 0 0 0 0 0 2.137057
 -4    -36   -13   -13   -3    -2    -4    -3    0 0 0 0 0 0 2.159259
 -4    -36   -13   -13   -3    -2    -4    -3    0 0 0 0 0 0 2.189848
 -3    -44   -45   0     4     5     3     1     0 0 0 0 0 0 2.229562
 -3    -44   -45   0     4     5     3     1     0 0 0 0 0 0 2.279115
 -8    -50   5     -2    -1    5     3     1     0 0 0 0 0 0 2.339489
 -8    -50   5     -2    -1    5     3     1     0 0 0 0 0 0 2.411650
 0     21    28    -4    2     -3    -5    -2    0 0 0 0 0 0 2.496368
 0     21    28    -4    2     -3    -5    -2    0 0 0 0 0 0 2.593980
 -3    -23   -35   -5    -10   -1    -1    0     0 0 0 0 0 0 2.703562
 -1    12    2     3     -1    -1    -1    -2    0 0 0 0 0 0 2.822408
 -1    12    2     3     -1    -1    -1    -2    0 0 0 0 0 0 2.946218
 4     -4    -29   2     -4    -3    -5    -4    0 0 0 0 0 0 3.069845
 4     -4    -29   2     -4    -3    -5    -4    0 0 0 0 0 0 3.188563
 2     -2    2     4     -7    2     0     1     0 0 0 0 0 0 3.298430
 2     -2    2     4     -7    2     0     1     0 0 0 0 0 0 3.396148
 -8    22    9     3     6     19    19    -2    0 0 0 0 0 0 3.479413
 -8    22    9     3     6     19    19    -2    0 0 0 0 0 0 3.547290
 -8    22    9     3     6     19    19    -2    0 0 0 0 0 0 3.600520
 -1    2     -8    0     0     -3    -2    2     0 0 0 0 0 0 3.641195
 12    41    34    -7    -7    -3    -2    2     0 0 0 0 0 0 3.671876
 12    41    34    -7    -7    -3    -2    2     0 0 0 0 0 0 3.694852
 12    41    34    -7    -7    -3    -2    2     0 0 0 0 0 0 3.712062
 5     10    15    4     1     -2    -3    1     0 0 0 0 0 0 3.724975
 5     10    15    4     1     -2    -3    1     0 0 0 0 0 0 3.734575
 -5    -7    4     6     7     -2    -5    0     0 0 0 0 0 0 3.741142
 -5    -7    4     6     7     -2    -5    0     0 0 0 0 0 0 3.744143
 -3    -34   -14   -6    -4    -6    -5    -3    0 0 0 0 0 0 3.742680
 -3    -34   -14   -6    -4    -6    -5    -3    0 0 0 0 0 0 3.736348
 -3    5     3     2     0     1     0     2     0 0 0 0 0 0 3.725819
 -3    5     3     2     0     1     0     2     0 0 0 0 0 0 3.712375
 -3    5     3     2     0     1     0     2     0 0 0 0 0 0 3.697203
 -4    -4    -2    0     -2    -4    -5    0     0 0 0 0 0 0 3.680719
 0     -7    12    5     2     14    16    -1    0 0 0 0 0 0 3.662211
 0     -7    12    5     2     14    16    -1    0 0 0 0 0 0 3.640144
 0     -7    12    5     2     14    16    -1    0 0 0 0 0 0 3.612659
 2     38    8     -7    -5    -8    -7    -2    0 0 0 0 0 0 3.577973
 2     38    8     -7    -5    -8    -7    -2    0 0 0 0 0 0 3.535270
 -2    2     -8    4     2     -6    -5    -4    0 0 0 0 0 0 3.485290
 -2    2     -8    4     2     -6    -5    -4    0 0 0 0 0 0 3.429907
 5     0     28    10    3     5     -1    1     0 0 0 0 0 0 3.370982
 5     0     28    10    3     5     -1    1     0 0 0 0 0 0 3.308977
 0     0     -7    -3    0     -1    -2    1     0 0 0 0 0 0 3.242205
 0     0     -7    -3    0     -1    -2    1     0 0 0 0 0 0 3.167309
 0     0     -7    -3    0     -1    -2    1     0 0 0 0 0 0 3.080595
 -6    26    -1    -3    -9    1     -11   -8    0 0 0 0 0 0 2.979375
 2     -5    4     9     2     12    5     3     0 0 0 0 0 0 2.863014
 1     5     -8    -6    -1    -5    1     1     0 0 0 0 0 0 2.733102
 1     5     -8    -6    -1    -5    1     1     0 0 0 0 0 0 2.592679
 3     -11   -2    9     8     -1    1     1     0 0 0 0 0 0 2.444942
 3     -11   -2    9     8     -1    1     1     0 0 0 0 0 0 2.292537
 5     -1    -5    0     -6    6     5     4     0 0 0 0 0 0 2.137544
 5     -1    -5    0     -6    6     5     4     0 0 0 0 0 0 1.981795
 -9    -22   -20   -9    -4    -5    -5    -5    0 0 0 0 0 0 1.827361
 -9    -22   -20   -9    -4    -5    -5    -5    0 0 0 0 0 0 1.676739
 -4    -22   8     -11   -1    -2    -2    0     0 0 0 0 0 0 1.532787
 -4    -22   8     -11   -1    -2    -2    0     0 0 0 0 0 0 1.398426
 -4    -22   8     -11   -1    -2    -2    0     0 0 0 0 0 0 1.276363
 4     12    -1    10    3     1     5     1     0 0 0 0 0 0 1.168486
 -3    -10   -16   -10   -5    -2    -1    1     0 0 0 0 0 0 1.075498
 -3    -10   -16   -10   -5    -2    -1    1     0 0 0 0 0 0 0.996937
 -3    -10   -16   -10   -5    -2    -1    1     0 0 0 0 0 0 0.931403
 -8    9     17    0     6     -2    -3    -3    0 0 0 0 0 0 0.876790
 -8    9     17    0     6     -2    -3    -3    0 0 0 0 0 0 0.830723
 1     26    5     14    7     5     4     4     0 0 0 0 0 0 0.791145
 1     26    5     14    7     5     4     4     0 0 0 0 0 0 0.756934
 2     13    10    2     -7    -6    -5    -4    0 0 0 0 0 0 0.728220
 2     13    10    2     -7    -6    -5    -4    0 0 0 0 0 0 0.706087
 1     -9    -12   -5    -3    -8    -2    -2    0 0 0 0 0 0 0.691885
 1     -9    -12   -5    -3    -8    -2    -2    0 0 0 0 0 0 0.686394
 1     -9    -12   -5    -3    -8    -2    -2    0 0 0 0 0 0 0.689438
 -9    -32   -26   6     2     -2    -4    -4    0 0 0 0 0 0 0.699989
 -8    -1    -20   -16   -11   -10   -6    -5    0 0 0 0 0 0 0.716738
 -1    -19   4     -2    4     7     4     4     0 0 0 0 0 0 0.738479
 -3    3     -1    0     2     -2    0     -2    0 0 0 0 0 0 0.764273
 4     3     2     -5    -1    0     -2    -3    0 0 0 0 0 0 0.793556
 4     3     2     -5    -1    0     -2    -3    0 0 0 0 0 0 0.825953
 3     10    14    -2    -2    1     2     1     0 0 0 0 0 0 0.861076
 0     7     6     6     1     2     -4    -3    0 0 0 0 0 0 0.898472
 2     7     1     -5    1     0     1     1     0 0 0 0 0 0 0.937537
 2     7     1     -5    1     0     1     1     0 0 0 0 0 0 0.977487
 -2    0     11    1     0     3     1     -1    0 0 0 0 0 0 1.017584
 -2    0     11    1     0     3     1     -1    0 0 0 0 0 0 1.056976
 0     8     2     1     -2    -3    1     5     0 0 0 0 0 0 1.094635
 0     8     2     1     -2    -3    1     5     0 0 0 0 0 0 1.129653
 6     -17   -22   -3    4     3     6     5     0 0 0 0 0 0 1.161471
 -1    -2    -12   -1    0     1     -1    -2    0 0 0 0 0 0 1.190135
 -3    -21   -20   -11   -13   -5    -2    -3    0 0 0 0 0 0 1.216046
 -3    -21   -20   -11   -13   -5    -2    -3    0 0 0 0 0 0 1.239521
 -3    -21   -20   -11   -13   -5    -2    -3    0 0 0 0 0 0 1.260657
 0     14    -13   -9    -5    -2    -1    0     0 0 0 0 0 0 1.279281
 -2    6     -15   -1    -2    -3    -3    -4    0 0 0 0 0 0 1.295146
 5     -3    -3    6     4     5     3     4     0 0 0 0 0 0 1.308049
 5     -3    -3    6     4     5     3     4     0 0 0 0 0 0 1.317713
 5     9     1     3     4     0     5     2     0 0 0 0 0 0 1.323939
 5     9     1     3     4     0     5     2     0 0 0 0 0 0 1.326880
 -1    13    8     -16   -9    -7    -7    -6    0 0 0 0 0 0 1.327159
 -8    1     -15   2     -1    -4    -5    -3    0 0 0 0 0 0 1.325721
 -6    -6    -10   -13   2     0     1     1     0 0 0 0 0 0 1.323383
 -6    -6    -10   -13   2     0     1     1     0 0 0 0 0 0 1.320441
 -2    2     9     3     1     4     0     -3    0 0 0 0 0 0 1.316537
 -2    2     9     3     1     4     0     -3    0 0 0 0 0 0 1.310832
 1     2     -8    1     -4    -3    -4    -4    0 0 0 0 0 0 1.302330
 13    -55   -22   0     1     -1    -2    1     0 0 0 0 0 0 1.290398
 0     7     -6    -3    -2    1     -2    -1    0 0 0 0 0 0 1.275313
 3     16    3     8     6     1     -1    0     0 0 0 0 0 0 1.258232
 0     -3    4     -2    -2    0     1     -1    0 0 0 0 0 0 1.240653
 -7    -2    -6    -6    -2    -1    -3    -3    0 0 0 0 0 0 1.223969
 -7    -2    -6    -6    -2    -1    -3    -3    0 0 0 0 0 0 1.208861
 -7    3     1     2     -2    2     2     2     0 0 0 0 0 0 1.195191
 4     20    -5    -10   -9    -2    0     1     0 0 0 0 0 0 1.182644
 -4    5     13    2     -3    -6    -7    -6    0 0 0 0 0 0 1.171046
 -4    5     13    2     -3    -6    -7    -6    0 0 0 0 0 0 1.160489
 -3    26    11    -2    -4    -1    -2    0     0 0 0 0 0 0 1.151224
 -3    26    11    -2    -4    -1    -2    0     0 0 0 0 0 0 1.143681
 -5    -15   5     1     -1    -1    -3    -3    0 0 0 0 0 0 1.138495
 -5    -15   5     1     -1    -1    -3    -3    0 0 0 0 0 0 1.136449
 -5    -15   5     1     -1    -1    -3    -3    0 0 0 0 0 0 1.138517
 2     -2    10    1     -2    2     2     3     0 0 0 0 0 0 1.145637
 2     -38   -5    7     -1    -5    -4    -2    0 0 0 0 0 0 1.158426
 2     -38   -5    7     -1    -5    -4    -2    0 0 0 0 0 0 1.177598
 2     -38   -5    7     -1    -5    -4    -2    0 0 0 0 0 0 1.204511
 -8    -16   -36   -11   -8    -9    -5    -4    0 0 0 0 0 0 1.241157
 -8    -16   -36   -11   -8    -9    -5    -4    0 0 0 0 0 0 1.289460
 3     30    16    6     4     -2    -1    -1    0 0 0 0 0 0 1.350336
 3     30    16    6     4     -2    -1    -1    0 0 0 0 0 0 1.423207
 -6    6     -5    7     0     0     4     4     0 0 0 0 0 0 1.506434
 -6    6     -5    7     0     0     4     4     0 0 0 0 0 0 1.598132
 0     1     -7    -10   -4    -2    -5    -5    0 0 0 0 0 0 1.696521
 0     1     -7    -10   -4    -2    -5    -5    0 0 0 0 0 0 1.800002
 0     1     -7    -10   -4    -2    -5    -5    0 0 0 0 0 0 1.906790
 -1    -42   -8    -4    0     1     4     3     0 0 0 0 0 0 2.015157
 5     11    -3    10    7     7     5     6     0 0 0 0 0 0 2.124264
 5     11    -3    10    7     7     5     6     0 0 0 0 0 0 2.234372
 5     11    -3    10    7     7     5     6     0 0 0 0 0 0 2.346548
 -2    13    12    4     1     -2    -3    -4    0 0 0 0 0 0 2.462276
 -2    13    12    4     1     -2    -3    -4    0 0 0 0 0 0 2.582659
 -5    -21   5     -12   -3    -3    -2    -2    0 0 0 0 0 0 2.708062
 -3    2     -5    -15   -11   -6    -7    -5    0 0 0 0 0 0 2.838286
 -2    -8    37    6     1     0     -1    -2    0 0 0 0 0 0 2.972461
 -2    -8    37    6     1     0     -1    -2    0 0 0 0 0 0 3.108674
 2     -11   -5    -2    1     0     0     1     0 0 0 0 0 0 3.243945
 0     1     9     8     -3    0     2     2     0 0 0 0 0 0 3.374418
 0     1     9     8     -3    0     2     2     0 0 0 0 0 0 3.496034
 -8    22    -21   -10   -3    -3    -5    -4    0 0 0 0 0 0 3.605538
 11    17    -10   -1    4     -1    -2    0     0 0 0 0 0 0 3.700878
 11    17    -10   -1    4     -1    -2    0     0 0 0 0 0 0 3.781360
 11    17    -10   -1    4     -1    -2    0     0 0 0 0 0 0 3.847141
 -3    -10   -13   -6    -5    -2    -3    -3    0 0 0 0 0 0 3.898747
 -3    -10   -13   -6    -5    -2    -3    -3    0 0 0 0 0 0 3.936779
 -3    -10   -13   -6    -5    -2    -3    -3    0 0 0 0 0 0 3.961636
 2     4     2     0     3     2     0     -1    0 0 0 0 0 0 3.973596
 3     22    17    11    8     8     9     8     0 0 0 0 0 0 3.972977
 3     22    17    11    8     8     9     8     0 0 0 0 0 0 3.960535
 -7    -51   -1    -19   -11   -3    -4    -5    0 0 0 0 0 0 3.938100
 -7    -51   -1    -19   -11   -3    -4    -5    0 0 0 0 0 0 3.909227
 -7    -51   -1    -19   -11   -3    -4    -5    0 0 0 0 0 0 3.879498
 -16   -11   3     11    7     3     1     -1    0 0 0 0 0 0 3.855833
 8     10    -1    5     0     -2    -3    1     0 0 0 0 0 0 3.844701
 5     -1    -8    1     3     1     2     3     0 0 0 0 0 0 3.850317
 5     -1    -8    1     3     1     2     3     0 0 0 0 0 0 3.873646
 -4    -15   -32   -6    -8    -6    -4    -2    0 0 0 0 0 0 3.912647
 -4    -15   -32   -6    -8    -6    -4    -2    0 0 0 0 0 0 3.963479
 7     -11   0     -3    3     2     2     -1    0 0 0 0 0 0 4.021793
 7     -11   0     -3    3     2     2     -1    0 0 0 0 0 0 4.083491
 -10   22    24    10    3     0     3     3     0 0 0 0 0 0 4.145185
 -10   22    24    10    3     0     3     3     0 0 0 0 0 0 4.204576
 15    20    -10   4     -3    -1    1     2     0 0 0 0 0 0 4.260310
 15    20    -10   4     -3    -1    1     2     0 0 0 0 0 0 4.311779
 15    20    -10   4     -3    -1    1     2     0 0 0 0 0 0 4.358844
 15    20    -10   4     -3    -1    1     2     0 0 0 0 0 0 4.401581
 -15   -13   -15   -14   -12   -9    -8    -7    0 0 0 0 0 0 4.440223
 -15   -13   -15   -14   -12   -9    -8    -7    0 0 0 0 0 0 4.475198
 -15   -13   -15   -14   -12   -9    -8    -7    0 0 0 0 0 0 4.507031
 5     -7    15    -1    -3    1     2     2     0 0 0 0 0 0 4.536231
 5     -7    15    -1    -3    1     2     2     0 0 0 0 0 0 4.563011
 -3    -2    -6    -5    -1    -1    2     0     0 0 0 0 0 0 4.587016
 8     -14   -4    -3    4     4     5     3     0 0 0 0 0 0 4.607210
 -3    -7    9     -11   -6    -2    -1    1     0 0 0 0 0 0 4.622158
 -3    -7    9     -11   -6    -2    -1    1     0 0 0 0 0 0 4.630440
 0     33    -20   -2    -1    1     -1    0     0 0 0 0 0 0 4.631011
 1     12    -5    -6    0     2     1     2     0 0 0 0 0 0 4.623403
 1     12    -5    -6    0     2     1     2     0 0 0 0 0 0 4.607617
 -1    -15   -3    9     4     -1    -3    -2    0 0 0 0 0 0 4.583896
 -1    -15   -3    9     4     -1    -3    -2    0 0 0 0 0 0 4.552836
 1     17    -20   -4    1     3     4     3     0 0 0 0 0 0 4.515309
 -1    -1    -9    -14   -5    -2    -2    -3    0 0 0 0 0 0 4.472146
 0     -2    -20   4     -5    1     2     1     0 0 0 0 0 0 4.423918
 0     -2    -20   4     -5    1     2     1     0 0 0 0 0 0 4.370309
 0     -2    -20   4     -5    1     2     1     0 0 0 0 0 0 4.310029
 -1    6     -6    -4    2     3     2     3     0 0 0 0 0 0 4.240960
 11    -13   -22   16    7     2     1     1     0 0 0 0 0 0 4.160858
 -4    -9    8     -17   -14   -8    -8    -7    0 0 0 0 0 0 4.068139
 -4    -9    8     -17   -14   -8    -8    -7    0 0 0 0 0 0 3.962435
 -4    -37   -18   5     7     3     5     3     0 0 0 0 0 0 3.844769
 -4    -37   -18   5     7     3     5     3     0 0 0 0 0 0 3.717743
 6     50    11    2     0     1     -1    2     0 0 0 0 0 0 3.585371
 6     50    11    2     0     1     -1    2     0 0 0 0 0 0 3.452559
 -9    -42   -14   -7    1     -1    0     -2    0 0 0 0 0 0 3.324933
 7     -2    15    2     -3    -8    -9    -8    0 0 0 0 0 0 3.207813
 7     -2    15    2     -3    -8    -9    -8    0 0 0 0 0 0 3.105203
 -4    -42   -2    0     -1    -1    -1    -1    0 0 0 0 0 0 3.019406
 -4    -42   -2    0     -1    -1    -1    -1    0 0 0 0 0 0 2.951580
 0     10    28    6     3     4     3     0     0 0 0 0 0 0 2.902375
 -7    15    6     -3    -5    -5    -5    -3    0 0 0 0 0 0 2.872007
 11    20    -20   0     6     3     6     6     0 0 0 0 0 0 2.860261
 11    20    -20   0     6     3     6     6     0 0 0 0 0 0 2.866001
 -6    -10   24    2     -1    -4    -4    -4    0 0 0 0 0 0 2.887415
 -6    -10   24    2     -1    -4    -4    -4    0 0 0 0 0 0 2.922469
 -2    13    -10   5     3     3     1     2     0 0 0 0 0 0 2.969089
 -2    13    -10   5     3     3     1     2     0 0 0 0 0 0 3.025102
 -2    13    -10   5     3     3     1     2     0 0 0 0 0 0 3.088015
 -12   -14   8     -11   -7    -3    -1    -4    0 0 0 0 0 0 3.155489
 0     16    13    8     11    5     4     3     0 0 0 0 0 0 3.225707
 0     16    13    8     11    5     4     3     0 0 0 0 0 0 3.297440
 0     -6    -8    -18   -9    3     3     1     0 0 0 0 0 0 3.369841
 1     -19   -29   8     3     1     -1    2     0 0 0 0 0 0 3.442002
 1     -19   -29   8     3     1     -1    2     0 0 0 0 0 0 3.512702
 1     15    0     -2    -3    -4    -4    -5    0 0 0 0 0 0 3.580495
 1     15    0     -2    -3    -4    -4    -5    0 0 0 0 0 0 3.644042
 3     21    -1    3     -1    1     0     1     0 0 0 0 0 0 3.702730
 3     21    -1    3     -1    1     0     1     0 0 0 0 0 0 3.757063
 -2    12    -7    -7    -5    -4    -3    -2    0 0 0 0 0 0 3.808267
 -2    12    -7    -7    -5    -4    -3    -2    0 0 0 0 0 0 3.857581
 -7    -15   8     -3    -2    -2    -2    -3    0 0 0 0 0 0 3.905755
 -3    -3    10    -1    -4    -5    -4    -3    0 0 0 0 0 0 3.952741
 0     24    4     -1    0     -1    -2    -1    0 0 0 0 0 0 3.997921
 0     24    4     -1    0     -1    -2    -1    0 0 0 0 0 0 4.040695
 -4    -35   5     -2    0     -1    -4    -1    0 0 0 0 0 0 4.080931
 -2    0     -6    -6    -4    -3    -1    -2    0 0 0 0 0 0 4.119063
 -2    0     -6    -6    -4    -3    -1    -2    0 0 0 0 0 0 4.155652
 9     -1    -14   -2    1     2     1     2     0 0 0 0 0 0 4.190680
 9     -1    -14   -2    1     2     1     2     0 0 0 0 0 0 4.223107
 -1    -15   4     10    4     -3    1     -1    0 0 0 0 0 0 4.250973
 -1    -15   4     10    4     -3    1     -1    0 0 0 0 0 0 4.272149
 -5    7     8     12    2     1     0     0     0 0 0 0 0 0 4.285143
 -5    7     8     12    2     1     0     0     0 0 0 0 0 0 4.289170
 2     12    -10   3     -1    -4    -2    -1    0 0 0 0 0 0 4.283858
 -2    -13   -12   -3    1     0     -1    -1    0 0 0 0 0 0 4.268950
 -2    -44   6     0     -3    0     0     0     0 0 0 0 0 0 4.244351
 -2    -44   6     0     -3    0     0     0     0 0 0 0 0 0 4.210786
 -4    -12   0     -11   -7    -4    -2    0     0 0 0 0 0 0 4.170249
 -10   -8    -19   -35   -18   -6    -4    -3    0 0 0 0 0 0 4.125507
 -10   -8    -19   -35   -18   -6    -4    -3    0 0 0 0 0 0 4.079059
 2     23    4     8     3     3     1     1     0 0 0 0 0 0 4.032368
