EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8   ActualForce  EstimatedForce
 10    15    5     0     -3    -3    -10   -5   -12.13  -15.218410
 10    15    5     0     -3    -3    -10   -5   -12.35  -15.416795
 7     13    6     -2    -1    -2    -3    6    -12.25  -15.579192
 3     -47   -3    2     0     5     10    -8   -12.45  -15.706026
 -2    -31   -6    -2    -1    -2    -6    -6   -12.54  -15.791993
 -4    -18   -2    -3    -5    -3    -3    -9   -12.70  -15.828178
 -4    -18   -2    -3    -5    -3    -3    -9   -12.81  -15.805218
 8     19    -1    -2    -1    0     -4    11   -12.95  -15.717611
 15    -42   5     1     1     1     -5    8    -13.24  -15.569929
 -15   12    -3    -3    -2    -3    -4    -4   -13.39  -15.381839
 -6    41    0     2     3     0     0     -19  -13.40  -15.177929
 -2    -1    -4    -5    -8    -8    -4    -15  -13.71  -14.967289
 -2    -1    -4    -5    -8    -8    -4    -15  -13.86  -14.738568
 -9    29    3     -1    1     -1    -2    8    -14.10  -14.475588
 -8    -24   -4    0     0     3     10    1    -14.71  -14.173541
 -8    -24   -4    0     0     3     10    1    -14.81  -13.841593
 -12   4     -2    -2    0     -2    -3    -7   -15.04  -13.496482
 21    46    8     1     0     -1    -1    17   -15.20  -13.160460
 -7    1     -9    -2    0     1     -3    -5   -15.48  -12.860817
 9     26    8     3     1     1     7     8    -15.82  -12.615817
 5     -8    -6    0     0     -1    -4    -6   -16.28  -12.427665
 5     -8    -6    0     0     -1    -4    -6   -16.77  -12.289879
 -4    -7    -4    -2    -3    -5    -15   0    -17.12  -12.191792
 12    -87   2     1     1     1     4     14   -17.46  -12.123507
 12    -87   2     1     1     1     4     14   -17.71  -12.083498
 12    0     -2    0     1     0     3     -16  -17.98  -12.077637
 12    0     -2    0     1     0     3     -16  -18.26  -12.114381
 -35   -12   -6    -1    -2    -1    -2    -2   -18.58  -12.207835
 -11   -20   -10   -6    -6    -5    -8    6    -18.82  -12.382949
 -12   -42   -6    1     6     4     -3    -8   -19.19  -12.654026
 28    -5    8     0     0     -2    -24   19   -19.59  -13.017565
 -3    44    3     3     2     3     12    -16  -19.91  -13.470256
 -5    -2    7     -1    -3    -4    -4    17   -20.16  -14.001060
 6     0     -2    0     1     5     8     -3   -20.38  -14.582466
 -7    11    0     -3    -5    -7    -2    -4   -20.88  -15.183331
 -7    11    0     -3    -5    -7    -2    -4   -21.25  -15.778197
 -2    12    4     0     -1    0     3     10   -21.45  -16.345026
 35    -3    1     1     1     1     9     -4   -21.58  -16.872873
 35    -3    1     1     1     1     9     -4   -22.12  -17.386852
 10    10    -10   3     6     5     9     6    -22.49  -17.934111
 -38   -26   -9    -5    -4    -2    -1    -25  -22.87  -18.543692
 -35   -56   -3    1     3     1     -5    -13  -23.25  -19.237713
 19    32    3     -4    -5    -2    5     19   -23.56  -20.042637
 4     -9    1     0     -1    1     1     19   -23.73  -20.962286
 4     -9    1     0     -1    1     1     19   -23.87  -21.962826
 38    2     9     1     -2    -2    -7    -8   -24.06  -23.005123
 0     62    0     3     1     6     17    7    -24.13  -24.075947
 5     35    5     0     0     -1    -1    11   -24.16  -25.160454
 -55   11    -2    -1    -2    0     2     -14  -24.39  -26.239830
 -55   11    -2    -1    -2    0     2     -14  -24.65  -27.345175
