EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8   ActualForce  EstimatedForce
 -6    0     14    3     -3    -2    -3    -2   -3.27  -0.799290
 -3    1     6     2     1     -2    -2    -1   -3.46  -0.978955
 0     -5    5     -4    -4    -2    -6    -5   -3.80  -1.136650
 -33   1     -1    -2    0     -7    7     2    -4.13  -1.275165
 8     0     1     -1    0     2     -9    -4   -4.63  -1.399235
 8     0     1     -1    0     2     -9    -4   -5.05  -1.515444
 17    3     4     1     1     2     2     1    -5.37  -1.629563
 17    3     4     1     1     2     2     1    -5.91  -1.745160
 -28   3     -4    -3    1     2     3     2    -6.19  -1.863294
 -1    -1    -2    -4    -7    -1    1     -1   -6.52  -1.983268
 5     -6    23    5     2     1     -6    -3   -7.04  -2.103761
 4     -1    -7    -2    -3    -3    -2    -3   -7.41  -2.221982
 4     -1    -7    -2    -3    -3    -2    -3   -7.96  -2.334640
 -6    -6    -1    -4    -2    -7    3     -3   -8.37  -2.441214
 15    -2    -4    1     -1    -1    -10   -1   -8.67  -2.542828
 -6    -4    -6    -3    -1    1     -5    1    -8.68  -2.641803
 0     -5    -4    -2    -4    -8    -3    -5   -8.74  -2.740122
 0     -5    -4    -2    -4    -8    -3    -5   -9.34  -2.839623
 2     5     0     4     2     2     0     2    -9.71  -2.941271
 14    -3    -1    -4    0     6     1     1    -9.96  -3.045863
 10    -4    -3    -2    -1    0     -5    -5   -10.31  -3.153977
 8     0     -33   -9    -3    0     -1    9    -10.69  -3.264280
 8     0     -33   -9    -3    0     -1    9    -11.04  -3.370822
 -2    -5    3     1     -4    -1    0     -7   -11.53  -3.465510
 -1    0     -2    -5    -1    3     0     8    -11.91  -3.544306
 27    7     8     -1    -2    -6    -5    4    -11.98  -3.608871
 5     -1    3     1     -3    -11   -6    -8   -12.40  -3.662309
 -5    -11   -1    -1    3     10    3     2    -12.77  -3.708277
 -3    -5    -8    -3    1     7     -7    1    -13.03  -3.750494
 18    2     2     1     1     -15   1     -7   -13.26  -3.791884
 -14   4     6     0     -1    0     7     2    -13.65  -3.833750
 -14   4     6     0     -1    0     7     2    -14.20  -3.877964
 5     0     0     3     -1    5     -2    -1   -14.70  -3.925924
 33    2     -1    3     -2    -2    2     -2   -15.39  -3.979055
 -13   -5    4     -3    -3    -2    -4    -6   -15.91  -4.038702
 7     -4    4     -4    0     4     5     -6   -16.17  -4.105651
 -47   2     -3    -8    -1    -6    0     0    -16.55  -4.180621
 -7    -4    1     1     1     2     -18   -16  -16.88  -4.265542
 -7    -4    1     1     1     2     -18   -16  -17.25  -4.366786
 44    -1    1     0     0     9     6     8    -17.54  -4.493018
 44    -1    1     0     0     9     6     8    -18.10  -4.653985
 32    10    -7    1     -2    1     23    10   -18.83  -4.855064
 1     -4    2     3     2     2     -2    -11  -19.80  -5.098368
 1     -4    2     3     2     2     -2    -11  -20.77  -5.384611
 -35   -3    0     -1    -4    -8    -16   12   -21.66  -5.715138
 -35   -3    0     -1    -4    -8    -16   12   -22.37  -6.090045
 18    1     0     -3    -1    0     -6    -2   -23.18  -6.510771
 75    -3    1     2     -3    -8    -21   -18  -23.70  -6.978914
 -22   6     4     6     4     -1    32    15   -24.36  -7.496766
 -18   1     2     3     -1    -30   -35   -16  -25.01  -8.068079
 -18   1     2     3     -1    -30   -35   -16  -25.66  -8.701660
 -39   -1    -1    -3    2     23    -9    -5   -26.28  -9.403276
 46    -6    -8    -6    -7    -13   -18   -2   -27.15  -10.169794
 46    -6    -8    -6    -7    -13   -18   -2   -27.99  -10.989750
 -89   -4    -1    -6    -3    9     -12   -19  -28.70  -11.845915
 -89   -4    -1    -6    -3    9     -12   -19  -29.45  -12.725195
 -16   3     4     -2    -1    0     -2    -2   -30.30  -13.615959
 -6    -5    1     2     4     16    26    4    -31.08  -14.506254
 -6    -5    1     2     4     16    26    4    -31.75  -15.386206
 38    4     -2    -1    -5    -16   18    27   -32.10  -16.248686
 38    4     -2    -1    -5    -16   18    27   -32.67  -17.092268
 -4    -25   -6    -5    -4    1     0     18   -33.28  -17.914688
 50    -15   -6    -5    -2    -10   -7    -32  -33.89  -18.711538
 50    -15   -6    -5    -2    -10   -7    -32  -34.54  -19.477642
 10    4     -6    1     1     3     -17   -28  -35.23  -20.208242
 10    4     -6    1     1     3     -17   -28  -36.00  -20.902323
 3     -12   -2    -8    -4    -6    18    23   -36.69  -21.559944
 -101  -6    3     4     6     26    3     -19  -37.39  -22.181574
 -101  -6    3     4     6     26    3     -19  -38.08  -22.766298
 29    -2    -2    -3    -2    -10   -7    -2   -38.60  -23.312109
 29    -2    -2    -3    -2    -10   -7    -2   -38.94  -23.816465
 1     19    3     4     1     5     13    -17  -39.32  -24.278460
 -82   -14   -8    -13   -10   22    -6    -21  -39.96  -24.698721
 -82   -14   -8    -13   -10   22    -6    -21  -40.63  -25.078617
 -26   4     3     4     1     -10   4     -9   -41.10  -25.419903
 -26   4     3     4     1     -10   4     -9   -41.63  -25.723955
 69    10    -2    3     1     12    1     2    -42.23  -25.992308
 30    -9    -4    -3    -5    -27   -4    7    -43.06  -26.226248
 30    -9    -4    -3    -5    -27   -4    7    -43.81  -26.427233
 89    10    3     2     -1    0     -2    41   -44.41  -26.596949
 89    10    3     2     -1    0     -2    41   -44.99  -26.737844
 79    7     2     0     4     -1    -2    35   -45.51  -26.852564
 20    -13   -1    2     3     21    0     -23  -45.83  -26.943590
 -22   12    1     1     -3    3     -5    6    -46.04  -27.012650
 67    7     -4    -4    -1    5     -11   27   -46.54  -27.061083
 67    7     -4    -4    -1    5     -11   27   -46.79  -27.090271
 28    5     6     7     5     -18   -5    -9   -47.21  -27.101681
 7     -2    -7    -2    -6    -21   -26   -6   -47.77  -27.096832
 3     -9    1     -1    -7    -11   4     8    -48.21  -27.077295
 -33   -10   -3    -3    -1    7     -7    -32  -48.54  -27.044420
 -33   -10   -3    -3    -1    7     -7    -32  -49.22  -27.000158
 38    2     -3    -5    -5    -1    7     -2   -49.78  -26.945423
 38    2     -3    -5    -5    -1    7     -2   -50.26  -26.881151
 -41   2     -2    0     0     -9    21    6    -50.68  -26.808306
 -27   9     2     -5    -6    -34   7     39   -51.01  -26.728323
 58    12    5     2     4     21    16    29   -51.30  -26.643023
 11    5     -2    1     -7    -20   11    -29  -51.71  -26.554583
 -38   -12   -3    0     2     15    -16   -25  -52.05  -26.464621
 -46   -5    -5    -7    -4    2     37    26   -52.43  -26.375452
 39    10    3     -2    2     3     11    -34  -52.95  -26.289766
 64    11    1     4     -2    -7    5     10   -53.51  -26.209827
 24    -9    -1    -1    -3    -11   20    -17  -53.88  -26.137400
 -39   -18   -8    -4    -6    10    -6    46   -54.25  -26.072718
 -22   16    4     1     7     13    32    -2   -54.58  -26.015753
 -22   16    4     1     7     13    32    -2   -54.69  -25.967745
 -128  -13   2     4     2     6     -10   -76  -54.94  -25.930201
 -128  -13   2     4     2     6     -10   -76  -55.37  -25.904982
 41    0     -5    -9    -7    -20   -19   -16  -55.54  -25.892849
 -78   3     1     4     7     11    5     -46  -55.74  -25.893261
 39    4     2     0     -3    -20   -1    33   -56.13  -25.904942
 77    22    3     0     -4    -18   22    -7   -56.38  -25.926249
 77    22    3     0     -4    -18   22    -7   -56.80  -25.955681
 -88   -19   0     6     0     -12   -33   -51  -57.33  -25.992846
 -88   -19   0     6     0     -12   -33   -51  -58.02  -26.039362
 -28   -1    -3    -10   -3    9     -31   21   -58.38  -26.097254
 54    19    4     -3    0     -8    14    -11  -58.82  -26.167992
 54    19    4     -3    0     -8    14    -11  -59.04  -26.251020
 -86   -2    -1    6     3     4     13    16   -59.55  -26.344393
 -86   -2    -1    6     3     4     13    16   -59.97  -26.445578
 60    8     2     3     8     4     49    9    -60.32  -26.553146
 -128  -25   -4    3     1     -1    -49   -46  -60.67  -26.667572
 -128  -25   -4    3     1     -1    -49   -46  -60.99  -26.790728
 102   -5    -4    -5    -1    10    -12   -8   -61.50  -26.924921
 102   -5    -4    -5    -1    10    -12   -8   -61.76  -27.069914
 71    -5    1     -2    -4    -28   -30   -39  -61.72  -27.223845
 11    11    1     -2    2     32    60    63   -61.81  -27.384760
 11    11    1     -2    2     32    60    63   -62.00  -27.553089
 26    -22   -9    -1    -1    21    -57   -47  -62.31  -27.730679
 26    -22   -9    -1    -1    21    -57   -47  -62.60  -27.919106
 41    4     2     -2    2     27    43    75   -62.74  -28.118355
 -128  -32   0     6     -2    -26   -32   41   -62.77  -28.327150
 -128  -32   0     6     -2    -26   -32   41   -62.81  -28.543316
 -15   -12   -5    -7    -2    -11   -17   -46  -62.79  -28.763567
 -15   -12   -5    -7    -2    -11   -17   -46  -62.92  -28.983858
 55    -11   6     9     -7    -40   -44   -23  -63.09  -29.200348
 -63   1     -4    -7    1     13    16    -49  -62.90  -29.410006
 -63   1     -4    -7    1     13    16    -49  -62.89  -29.610523
 -11   -26   -9    -8    -8    -13   -63   -67  -63.29  -29.800621
 -11   -26   -9    -8    -8    -13   -63   -67  -63.78  -29.979561
 -32   8     -6    -11   -7    -10   20    17   -63.68  -30.147575
 -93   -4    -7    -10   -15   2     -18   53   -63.47  -30.305126
 -93   -4    -7    -10   -15   2     -18   53   -63.52  -30.451698
 40    1     6     11    10    -21   29    -8   -63.58  -30.586283
 40    1     6     11    10    -21   29    -8   -63.59  -30.708641
 102   16    -3    -7    -5    16    -15   -9   -63.77  -30.819300
 -72   -25   -6    0     7     23    -44   -78  -63.95  -30.919268
 -49   -13   4     12    9     -8    -43   3    -63.75  -31.009583
 12    13    1     -4    3     18    -1    19   -63.75  -31.091227
 12    13    1     -4    3     18    -1    19   -63.52  -31.164904
 6     17    4     7     0     -1    6     44   -63.61  -31.230871
 6     17    4     7     0     -1    6     44   -63.57  -31.288532
 30    27    2     -2    -1    5     75    22   -63.40  -31.337854
 51    11    1     1     10    52    61    58   -63.10  -31.380026
